tweet_id	tweet_text	class_label
721872405916856321	Powerful Ecuador quake kills at least 235: PORTOVIEJO - Rescuers in Ecuador raced to dig out people trapped un	injured_or_dead_people
721920840800018432	Im at awe and saddened with the #EcuadorEarthquake Please any donations can help the most unfortunate!	rescue_volunteering_or_donation_effort
721851949344256000	RT @RachelAndJun: Our hearts are with everyone in Kumamoto and Ecuador whos been affected by these earthquakes. :( This is has been a terr	sympathy_and_support
721720535030304769	RT @noticias2000: Ecuador quake death toll has risen to 233. Correa just confirmed. #pedernales #ecuadorlisto	injured_or_dead_people
721719197429035008	RT @pzf: BREAKING PHOTOS: Major damage reported in Ecuador after massive earthquake.	infrastructure_and_utility_damage
721718240217591810	Official death toll now 233, says President Correa of Ecuador. Expect the number to keep rising. #EcuadorEarthquake	injured_or_dead_people
722065419276787712	RT @thejpc: Israeli relief org already in Japan &amp; Ecuador after earthquakes.  And youre not surprise, right? Bravo,	rescue_volunteering_or_donation_effort
722204361682743296	RT @SamaritansPurse: We are rushing aid to help #EcuadorEarthquake survivors. See how we are helping here:	rescue_volunteering_or_donation_effort
722148354218704896	RT @GConnaughton: #Toronto &amp; #Canadian first responders amongst first in, in #EquadorEarthquake #relief	rescue_volunteering_or_donation_effort
721989586767912960	#Ecuador #earthquake in #USA, 272 people killed	injured_or_dead_people
722050613933117440	RT @ReachOutWW: The impact of yesterdays magnitude 7.8 earthquake that destroyed buildings in Ecuador has become even more	infrastructure_and_utility_damage
722041703775899648	RT @kikakhj: Dear Kunamoto earthquake victims, Wish I could visit there&amp;be of any help,but cant now,feel frustrated&amp;worried. HJ὇D	sympathy_and_support
721870276045180928	Weve raised over $10,000 today from 36 donors. Humbled by the support, which will buy supplies in Quito that	rescue_volunteering_or_donation_effort
721986050491596801	Retweeted Prashant Rao (@prashantrao): A strong earthquake has struck Ecuador, leaving at least 272 people dead	injured_or_dead_people
721568936219774981	RT @Ajit_Dobhal: A Hotel Building In Shambles In Manta Area Of #Ecuador , After Magnitude 7.8 Earthquke Shook The Region #terremoto	infrastructure_and_utility_damage
721727367748718592	RT @UNReliefChief: Concerned for people of #Ecuador affected by #earthquake, @UN is standing by to assist Govt in search &amp; rescue, any othe	rescue_volunteering_or_donation_effort
722092380850098176	RT @NicoleMDO: Im raising money for Support Ecuador through SCAD. Click to Donate:  via @gofundme	rescue_volunteering_or_donation_effort
721696150009573377	Ecuadors costal región has been extremely affected by last nights earthquake. We need help! #EarthquakeEcuador	requests_or_urgent_needs
721770864530845696	Solidarity in Quito, Ecuador. Families giving donations. #IamwithEcuador #PraywithEcuador #Ecuador	rescue_volunteering_or_donation_effort
721905600347680768	Death toll in Ecuador 7.8 earthquake continues to rise. Now at 272 says President Rafael Correa. #SismoEcuador	injured_or_dead_people
721751500494618625	@LewisHamilton please!! Ecuador needs international help because the 7.8 earthquake!! Contributions in @cruzrojaecuador	requests_or_urgent_needs
721899198795423744	RT @YahooNews: Death toll from earthquake that struck Ecuador rises to 262, government minister says	injured_or_dead_people
721759369814126592	Lets donate whatever you can to Kumamoto, Japan, and Ecuador. #earthquakerelief	rescue_volunteering_or_donation_effort
721766047154614273	RT @Habitat3UN: Our thoughts are with the people of Ecuador and neighbouring countries today in the aftermath of the earthquake #EcuadorEar	sympathy_and_support
721788455001264128	238 Dead in Ecuador Earthquake. State of Emergency declared.	injured_or_dead_people
721741274886201345	The @CeibaFoundation is collecting donations for #EcuadorEarthquake emergency supplies -	rescue_volunteering_or_donation_effort
721633627147268097	RT @SGadiLondon: Our thoughts &amp; prayers are with the people of #Ecuador. We pray for the families of those who lost their lives in the Eart	sympathy_and_support
722065856205873152	RT Lucho_teleSUR: Ecuador continues to experience aftershocks, over 200 according to IGecuador, can really be felt here in coast, was awoke	other_relevant_information
722107489920118784	PLEASE DONATE to #EcuadorEarthquake victims. My country needs you!! @TheStruts @UNICEF @UN @UN_Women @taylorswift13 @tokiohotel @TODAYshow	rescue_volunteering_or_donation_effort
721983390279282689	Drone Video Captures Deadly Earthquake Aftermath in Ecuador: Drone video captured a collapsed highway overpass	infrastructure_and_utility_damage
722198321222328324	RT @NBCLA: Here are ways you can help those affected by the devastating earthquake in #Ecuador this weekend:	rescue_volunteering_or_donation_effort
721808539950428160	Earthquake along Ecuadors central coast takes 241 lives. We in Cuenca felt sharp tremors, no damage. Frayed nerves.	injured_or_dead_people
722194930496618496	RT @ydanis: Praying for those impacted by the tragic earthquake in #Ecuador yesterday. Hoping we in NYC can rally to provide aid to those i	sympathy_and_support
722186893450952705	@iambeckyg please Ecuador is broken right now if you will help us #PrayForEcuador	requests_or_urgent_needs
722079501673488385	RT @mercealvaro: #Ecuador #Quake Death Toll Rises as World Leaders Offer Support  vía @business	injured_or_dead_people
721807908061777921	@nbc Please need help in Ecuador the situation of the country is catastrophic , we need Rescuers please	rescue_volunteering_or_donation_effort
721828303322161156	Still cant believe I lived an earthquake. There are almost 233 killed and around 1557 injured. #Ecuador	injured_or_dead_people
722083740902526976	RT @RehamKhan1: 235 dead in Ecuador in the strongest earthquake in South America since 1979. Dreadful news.	injured_or_dead_people
721843974361755648	RT @SebCevallos: Seeing people from all over the world sending prayers and positive vibes to Ecuador warms my heart! thank you for your con	sympathy_and_support
722170751063834624	RT @Naija_PR: #WePosted Currently, the earthquake has devastated buildings, shops, homes and cars. 2/2 Read More:	infrastructure_and_utility_damage
721844869220671488	RT @breakingweather: Death toll continues to climb after 7.8-magnitude quake in Ecuador:	injured_or_dead_people
721943967995039745	RT @earthquakesfeed: Top Stories: Ecuador earthquake: Death toll jumps to 238; more than 1500 injured - CNN: CNNEcuador earthquake: http	injured_or_dead_people
721721582398283776	Condolences to the loved ones of the victims from the #EcuadorEarthquake.	sympathy_and_support
722034375408222208	RT @RipplesNG: 41 feared dead in powerful Ecuador earthquake	injured_or_dead_people
721781451793031168	RT @JohnKerry: My heartfelt condolences to victims of earthquake in Ecuador. US stands ready to assist &amp; support Ecuadorian people in this	sympathy_and_support
721618653876084736	sending prayers, and good energy to all the people affected in Ecuador by the earthquake! #PrayForEcuador #SolidaridadEcuador #FuerzaEcuador	sympathy_and_support
721811454836490245	RT @debrapalermo: Praying for #Ecuador and #Japan. These recent earthquakes are DEVASTATING &amp; SCARY! ὢ2ὤFἿB #earthquake	sympathy_and_support
721882327417253888	RT @CanadianPM: Canada sends its deepest condolences to the loved ones of victims of last nights horrific earthquake in Ecuador.	sympathy_and_support
721834394206478336	RT @FINCA: Our thoughts and prayers are with our clients, staff and the people of #Ecuador following the #EcuadorEarthquake.	sympathy_and_support
721768833149747201	RT @freethechildren: #Ecuador, we are standing with you in this difficult time. Our hearts and thoughts go out to all those affected by the	sympathy_and_support
722168788200906754	RT @Diplomacy_Notes: Please help our friends in #Ecuador! Give something for #EcuadorEarthquake! With sympathy @EmbajadaEcuUSA	requests_or_urgent_needs
722076882842304512	RT @RobertGlasserUN: 750,000 #earthquake dead in last 20 years #JapanEarthquake #EcuadorEarthquake #switch2sendai  h	injured_or_dead_people
722070783149916164	RT @telesurenglish: Palestine Sends Humanitarian Aid to Ecuador Earthquake Victims	rescue_volunteering_or_donation_effort
722029938619129856	RT @PlanGlobal: At least 272 people confirmed dead &amp; more than 1,500 people injured after this weekends powerful #EcuadorEarthquake :	injured_or_dead_people
722158117325271041	RT @BGEAC: Pray For Ecuador, Relief Efforts After 7.8 Earthquake - asks @Franklin_Graham	sympathy_and_support
722208196115505152	RT @Franklin_Graham: .@SamaritansPurse is transporting a portable field hospital to #Ecuador to help treat the many injured. Please pray. h	rescue_volunteering_or_donation_effort
722135824167542785	RT @CBSEveningNews: WATCH: 7.8 earthquake rocks Ecuador leaving more than 350 dead &amp; several hundred injured.	injured_or_dead_people
722202491585216512	RT @WFP_Media: Loading trucks with @WFP food for the quake-stricken town of #Pedernales in #Ecuador.	rescue_volunteering_or_donation_effort
722103403975876609	RT @alwaleed_philan: Our thoughts are with the people affected by the #JapanEarthquake &amp; #EcuadorEarthquake and the rescue, relief, and med	rescue_volunteering_or_donation_effort
722081379383668738	#EcuadorEarthquake #PrayForEcuador If you want to help from abroad here some options.	rescue_volunteering_or_donation_effort
721754752766316544	RT @PeaceCorps: All Peace Corps Ecuador Volunteers are safe &amp; accounted for. Staff in Ecuador are in close contact w/ Volunteers regarding	rescue_volunteering_or_donation_effort
721869980413882368	Ecuador earthquake death toll rises to 246; 2,527 injured :  (Andes Info - andesecuador)	injured_or_dead_people
721726342681780224	Really bad earthquake here in Ecuador houses destroyed 77 people died ,magnitude of the earthquake was 7.8 #prayforecuador ὤF἞A἞8❤️	injured_or_dead_people
721921827107262465	Earthquake in Ecuador: A rescue operation is underway in Ecuador after the South American nation was hit by it	rescue_volunteering_or_donation_effort
