tweet_id	tweet_text	class_label
798064896545996801	I feel a little uneasy about the idea of work tomorrow when the aftershocks are still so strong. #eqnz #wellingtonearthquake	other_relevant_information
797913886527602688	#eqnz Interislander ferry docking aborted after huge 7.5 magnitude quake, sailings on hold	caution_and_advice
797867944546025472	Much of New Zealand felt the earthquake after midnight; waking to discover how much damage	other_relevant_information
797958935126773760	Noticing a lot of aftershocks on eqnz site, but we seem not to be feeling them. What about the rest of Wellington?	sympathy_and_support
797813020567056386	RT @E2NZ: Mike Clements, NZ police, says obvious damage in places like Wellington, it would take time to check buildings #eqnz	infrastructure_and_utility_damage
798087856237314049	RT @NZAustralia: New Zealand Earthquake information  #eqnz	other_relevant_information
797865461991940096	Seems it was actually pretty bad in the South Island. Thoughts with all those affected. #eqnz	sympathy_and_support
798594044343353344	RT @SimonMakker: Feedback on the @NZRedCross team here in #Kaikoura has been overwhelmingly positive; everyone grateful for their help and	rescue_volunteering_or_donation_effort
798833931084697601	RT @corinneambler: Some appreciative people out there #eqnz New Zealand Red Cross - Earthquake evacuees say Red Cross is wonderful	rescue_volunteering_or_donation_effort
797911172305387521	#Marlborough residents told to stay away from coast  #eqnz	caution_and_advice
798383302466007041	RT @ashsparkle: Ok I will donate to any kickstarter that will rescue these poor sweet stranded cows whos with me #eqnz	rescue_volunteering_or_donation_effort
797888775049199616	Our thoughts go out to all those affected by the earthquake and aftershocks #StaySafe check @NZcivildefence for updates. Hope you all are ok	sympathy_and_support
797925449187758080	Building quarantined from damage on Taranaki St &amp; Manners St. #eqnz @ Courtenay Place, Wellington	infrastructure_and_utility_damage
798027556041560064	Its great to see celebrities giving out their prayers for the earthquake that happened in New Zealand!	sympathy_and_support
797796814149648384	RT @keahicory: TSUNAMI SIRENS HAVE JUST GONE OFF IN LOWER HUTT #eqnz	caution_and_advice
797915816972795904	Hope no more victims #eqnz	sympathy_and_support
797990642244694017	Our prayers are to those who are badly affected with that powerful earthquake. Stay strong New Zealand. #nzearthquake #eqnz #nzquake #NZ	sympathy_and_support
