tweet_id	tweet_text	class_label
768531565475405824	@natekgarner Please nate DM me!! I need you #PrayForItaly ὣ3Ὁ8	sympathy_and_support
768972568237842432	NYC Italian Restuarants To Donate Sales Of Pasta To Earthquake Relief  via @Gothamist @jordansimon78 #ItalyEarthquake	rescue_volunteering_or_donation_effort
768800509826248704	My heart goes out to all the victims in #ItalyEarthquake!	sympathy_and_support
768506687343001600	RT @NPR: Update: The death toll from the #ItalyEarthquake has risen to at least 120, according to Italys prime minister.	injured_or_dead_people
768844526505058305	RT @AllAccesstoSM: not from Italy but #PrayForItaly my heart goes out to everyone whos been affected. ὤFἿC	sympathy_and_support
768540505944780800	RT @NatureNews: Deadly Italian quake strikes 40 kilometres from L’Aquila  #ItalyEarthquake	other_relevant_information
768554047796289536	RT @MerakiCodeTalks: Oh Italy :( Strength be with you. The world is with you.  #italy #earthquake #ItalyEarthquake	sympathy_and_support
768721626842234880	RT @unisdr: #ItalyEarthquake: Death toll reaches 247, rescue efforts continue #switch2sendai #IDDR2016	injured_or_dead_people
768628485501792256	RT @SriLankaTweet: Italy earthquake: 159 Died, 368 injured. Many still buried. No Sri Lankans affected #PrayForItaly #Lka srilanka /	injured_or_dead_people
769469133113131008	#ItalyEarthquake: 500+ volunteers are on the ground providing emergency supplies, first aid and psychosocial suppo	rescue_volunteering_or_donation_effort
768579987247013889	BBC News - Italy earthquake: Death toll rises to at least 159 #prayforitaly #earthquake #italyearthqauke #terremoto	injured_or_dead_people
769066771013890048	RT @love4smoldy: Also check out how to help the victims in Italy,you can donate to the Italian red cross at ❤️	rescue_volunteering_or_donation_effort
768537769077510144	RT @HausOfGagaTeam: Praying for all the people who were struck by that devastating earthquake. Sending you the upmost love and prayers. #It	sympathy_and_support
768700878593359872	RT @LucyKafanov: Another tough day ahead in #Italy where death toll climbs to 247. Helicopters fly overhead. Search &amp; rescue continues in #	injured_or_dead_people
768622243312177152	RT @RepTerriSewell: Sending my sincere condolences to the victims and survivors of the #ItalyEarthquake	other_relevant_information
768820313006153728	click for donations from outside Italy. Thank you. Rt. #terremoto #ItalyEarthquake #italianredcross #fundraiser	rescue_volunteering_or_donation_effort
768774785362984960	#PrayForItaly 241 dead from devastating earthquake: 11 from Accumoli, 184 from Amatrice, 46 from Arquata , and there is fear of more	injured_or_dead_people
768868129825062913	@DoveCameron please Dove! Im so sad My country needs help BC of the #ItalyEarthquake text to the number 45500 to donate! WE NEED YOUR HELP☆	requests_or_urgent_needs
768759741657059328	@ladygaga you have a big heart❤️thank you for what youre doing for us , for my Italian , for my Italian peopleὉ4 #terremoto #prayforitaly	sympathy_and_support
768561883808952320	RT @xinjavaddsarms: Please everyone donate to 45500 Please Its important Help families Who need it #PrayForItaly	rescue_volunteering_or_donation_effort
768475278674948096	RT @PaulaAbdul: Im so grateful for the doctors, nurses, rescue workers, volunteers &amp;ANYONE helping &amp; being of service during this crisis.	rescue_volunteering_or_donation_effort
768574452951031808	RT @isabbah: Death toll rises to 159, including many childrens #ItalyEarthquake	injured_or_dead_people
768843782548848640	RT @waffleperrie: please pray for my country, an earthquake destroyed an entire town and a lot of people are missing. #PrayForItaly	sympathy_and_support
768559045628297216	There is no night so long that it prevents the sun from rising. #earthquake #terremoto #ItalyEarthquake #PrayForItaly	sympathy_and_support
768839907674644480	I was told Volunteers of Protezione Civile removed stones with hands, they need proper tools to remove heavy river stones #ItalyEarthquake	rescue_volunteering_or_donation_effort
768819842585550848	RT @cnntech: #ItalyEarthquake: How tech is helping the search and rescue effort  via @ivanakottasova	rescue_volunteering_or_donation_effort
768492206432849920	my thoughts and prayers are with the people of italy and their families elsewhere, this earthquake was devastating #prayforitaly	sympathy_and_support
768513030716088320	Just a pray for the hundreds of Italians died in the earthquake #italyearthquake	sympathy_and_support
769450549468987392	RT @cctvnews: #UPDATE Death toll from #ItalyEarthquake rises to 281; state funeral for around 40 victims planned for Saturday /	injured_or_dead_people
768479541404631041	RT @dariocaraccii: Sad to see my second home being destroyed #PrayForItaly	infrastructure_and_utility_damage
768869636234420224	RT @serthx: Men lost his newborn. #terremoto #ItalyEarthquake #Italy #PrayForItaly #Amatrice #pescaradeltronto	injured_or_dead_people
768581588804329472	May God be with everyone affected by the devastating earthquake in #Umbria #Lazio #Marche #Abruzzo today. #PrayForItaly Ὁ4	sympathy_and_support
768847829536219136	RT @MinCanadaFA: To donate, please contact @redcrosscanada at 1-800-418-1111 #ItalyEarthquake	rescue_volunteering_or_donation_effort
769181744616448000	RT @dreamofitaly: All Dream of Italy profits 8/24 - 9/2 will be donated to @crocerossa for #italyearthquake relief #TerremotoItalia	rescue_volunteering_or_donation_effort
768860989525725185	If you want to support, this is the way to donate from abroad #ItalyEarthquake #PrayingForItaly	rescue_volunteering_or_donation_effort
768472806925283328	Our hearts and prayers go out to the families #ItalyEarthquake	sympathy_and_support
768742330434252800	Death toll in #ItalyEarthquake nearly doubles but searchers hold out hope more survivors will be found. Latest #wcvb	injured_or_dead_people
768539902824841216	RT @GAYLlNSON: came home to hear about the devastating news in italy. my thoughts &amp; prayers goes to all who are affected, please stay stron	sympathy_and_support
768646628077174784	RT @fedhere: How To Help Italy Earthquake Victims: 8 Ways to donate, if you are in Italy or abroad #terremoto #ItalyEarthquake	rescue_volunteering_or_donation_effort
768590994837307396	You can do it. #ItalyEarthquake #Donate #Terremoto	rescue_volunteering_or_donation_effort
768470750596595712	RT @PyramidsOnMars_: Praying for Italy this morning. Horrible 6.2 earthquake ὢ2ὣ1ὢ2#earthquake #ItalyEarthquake	sympathy_and_support
768469206832652290	RT @ROBZIK: To save a life in #Amatrice after the #earthquake (photo by Massimo Percossi/AP) #terremoto #ItalyEarthquake	other_relevant_information
768536395736547328	I dont know if the number works outside Italy but if you want to help us this is the number. #ItalyEarthquake #Italy	requests_or_urgent_needs
768483401213079552	RT @itvnews: A dog has been rescued from a collapsed building following the devastating #ItalyEarthquake	rescue_volunteering_or_donation_effort
768517214546821120	please pray for my Italy. we need your prayers &amp; Love #ItalyEarthquake #Earthquake	sympathy_and_support
768541608396587009	RT @twitelena: Click below link and in less of a minute you can help the victims #prayforItaly	rescue_volunteering_or_donation_effort
768477302585950208	RT @NicoleNBrieFan: I just saw the sad news Ὁ4 my prayers for all the victims and their families ὤF much strength and faith #ItalyEarthquake	sympathy_and_support
768738189355970560	.@PosteNews is accepting donations for #ItalyEarthquake victims:  @PostEurop	rescue_volunteering_or_donation_effort
769045535084904448	Another aftershock, this one bigger. #terremoto #ItalyEarthquake #Preci #Umbria	other_relevant_information
768559779820306434	RT @LifeWithSelG: Such a horrible event happened in our home country Our heart is broken. Prayers go out to everyone who’s been affected.	sympathy_and_support
768746318474964992	Donate, donate e donate! #ItalyEarthquake #PrayingForItaly	rescue_volunteering_or_donation_effort
769547064686497792	RT @bhindthelyrics: Thoughts and payers go out to those affected by the #earthquake in Italy! Be safe people! #peace #love #happiness ὡE❤️ #	sympathy_and_support
768524964534386688	RT @jared_draheim: A devastating &amp; Heartbreaking tragedy. prayers are with you Italy. #PrayForItaly call or text 45500 to donate ἞E἟9	sympathy_and_support
768756971147329536	RT @DouxBebe_: And the world will be as one ἞E἟9 ὤFἿB #PrayingForItaly #terremoto #ItalyEarthquake #thisislove #Humanity	sympathy_and_support
769162959364976640	RT @1catherinesiena: First pictures of three Brits killed in Italian earthquake  #PrayforItaly	injured_or_dead_people
768642860791033856	Pray for Italy. ὄF #Italy #ItalyEarthquake #PrayingForItaly #Pray4Italy #earthquake	sympathy_and_support
768827913538011136	@EnricaCarosella #ItalyEarthquake the buildings resisted Earthquakes since 1600. The quake this time was too strong. It lasted 2,30 minutes	infrastructure_and_utility_damage
769172940411797504	RT @DelicatezzaUK: A big thank to the rescuers and the volunteers that are working to bring some relief to the population #PrayforItaly htt	rescue_volunteering_or_donation_effort
768847896468938752	RT @regularchris2: My Thoughts and Prayers go out to the people of Italy at this time. #PrayforItaly #PrayingForItaly	sympathy_and_support
768672274958475264	247 dead RIP Ὁ4 #terremoto #TerremotoItalia #ItalyEarthquake #earthquake #PrayForItaly #PrayersForItaly	injured_or_dead_people
768527936500760580	Please donate 2€ for Italy sending a text at this number -----&gt; 45500 #PrayForItaly #ItalyEarthquake #terremoto	rescue_volunteering_or_donation_effort
768542534763098112	RT @JRodzMIA: Stories of miracles and heartbreak in wake of #ItalyEarthquake @Telemundo51 @AlejandroIT51	other_relevant_information
768507332317831168	Today Im really sad and scared #PrayForItaly but my thoughts are with the families	sympathy_and_support
768469571326078976	The staff of MiraggioComics went to donate blood to help for the near #earthquake. No fun or porn today, sorry. #prayforitaly Macerata unita	rescue_volunteering_or_donation_effort
