tweet_id	tweet_text	class_label
906347001712926721	An inside look at what its like inside a shelter. #HurricaneIrma	displaced_people_and_evacuations
908729925905068032	Our parent company @Realogy is matching $75K for the @RedCross for Hurricane Irma victims. Donate here:	rescue_volunteering_or_donation_effort
907080161513889792	UNICEF is working to bring safe water &amp; sanitation to #HurricaneIrma victims — critical during emergencies:	other_relevant_information
906964492193595392	Hurricane Irma ripping entire roofs off buildings in Miami. #Irma	infrastructure_and_utility_damage
907227218593685506	Cosmic Kamer on @richardbranson as he reveals damage to Necker Island after Hurricane Irma destroyed it	infrastructure_and_utility_damage
906648861351071745	PM of Antigua-Barbuda states no major nation has yet to offer aid One planeload set by Venezuela Barbuda is 95% destroyed and uninhabitable	infrastructure_and_utility_damage
908172956995637249	Dozens of Utah nurses travel to Florida to help victims of Irma  #Utah	sympathy_and_support
907429554784006144	Are the gnats invading Philly displaced by Irma? Or is this one of those signs of the apocalypse?	other_relevant_information
905471395278319617	Wondering what to do after #Harvey or how to help? From unemployment to FEMA relief, check out these resources:	caution_and_advice
908040433892302848	Headline is BS! They rescinded aid because they now need it for their own country not because of Trump. Read the article!	requests_or_urgent_needs
908658266250579968	Join @Jaboowins in supporting the Hurricane Irma recovery relief efforts by donating to .	rescue_volunteering_or_donation_effort
907379091300605952	Photos: Seminole County damage after Irma	infrastructure_and_utility_damage
905675610906918912	Wiltshire based volunteer emergency response team @SERVE_ON is getting ready to deploy to the Caribbean as hurricane Irma passes.	rescue_volunteering_or_donation_effort
905528613654712325	@RieOfLetters Because it isnt a romance until you have a convo about the parasites and bacteria in flood water.	not_humanitarian
909428509373812736	HURRICANE IRMA RELIEF Marines from Marine Wing Support Squadron 473, 4th Marine Aircraft Wing, refueling two U.S. Army CH-47 Chinooks.	other_relevant_information
908244173857357824	Marshall Plan Recovery  #stormsurge #infrastructure #HurricaneIrma #HurricaneHarvey #HurricaneSandy #marshallplan	other_relevant_information
908884606501445632	Cindi Taylor, Auxiliary President from Unit 333, examines #hurricaneirma damage at Post 333 in	infrastructure_and_utility_damage
908327718273548288	Patanjali Accused of Serving Expired Milk Powder and Juice for Assam Flood Relief	other_relevant_information
908144595200086018	statesman: From The washingtonpost: After the hurricanes, watch out for the flood of damaged cars on the market	infrastructure_and_utility_damage
906927865408708609	RT @NHC_Atlantic: Extreme Wind Warning issued for SW Collier County FL for winds in the eyewall of #Irma @NWSMiami	caution_and_advice
908344095277330433	TODAY: Trump to See Irma Damage, Recovery Firsthand in Florida MORE:  #tcot #P2	infrastructure_and_utility_damage
906252091823276032	#GetOutOfJuryDutyIn4Words mandatory evacuation hurricane #Irma	displaced_people_and_evacuations
907039799776874496	Just north of Sarasota, Florida, deputies rescue two manatees stranded in mud after water receded due to #Irma.	rescue_volunteering_or_donation_effort
905520515648851968	What kind of pollution causes 4 hurricanes, 5 fires and an Earth quake in a month and a half 🤔.	other_relevant_information
908767503538704385	Dawn and I are both out here! If you can donate please do at the Maggianos at St. Johns Towncenter until 5 @ActionNewsJax #Irma	rescue_volunteering_or_donation_effort
908937667223576576	We have amazingly raised millions so far but Hurricanes Harvey and Irma may have caused up to $200 BILLION damage!	rescue_volunteering_or_donation_effort
